schema_version,poll_id,request_started_at_utc,observed_at_utc,room_id,machine_type,machine_id,raw_lmc_status,server_timestamp_raw,machine_report_time_raw,remaining_min_raw,report_age_seconds,adjusted_remaining_seconds,display_minutes_left,website_state,interpretation_note
1,github-35660688962-1,2026-09-21T22:04:08.789+00:00,2026-09-21T22:04:09.048+00:00,21072-30059,washers,50170051,72000000,2026-09-21 22:04:08,2026-09-21 17:21:06,29,16982.0,-15242.0,,Available,website maps this code to Available
1,github-35660688962-1,2026-09-21T22:04:08.789+00:00,2026-09-21T22:04:09.048+00:00,21072-30059,washers,50170080,72000000,2026-09-21 22:04:08,2026-09-21 21:08:48,29,3320.0,-1580.0,,Available,website maps this code to Available
1,github-35660688962-1,2026-09-21T22:04:08.789+00:00,2026-09-21T22:04:09.048+00:00,21072-30059,washers,50170075,72000000,2026-09-21 22:04:08,2026-09-21 21:49:26,29,882.0,858.0,,Available,website maps this code to Available
1,github-35660688962-1,2026-09-21T22:04:08.789+00:00,2026-09-21T22:04:09.048+00:00,21072-30059,washers,50170082,72000000,2026-09-21 22:04:08,2026-09-21 21:49:18,29,890.0,850.0,,Available,website maps this code to Available
1,github-35660688962-1,2026-09-21T22:04:08.789+00:00,2026-09-21T22:04:09.048+00:00,21072-30059,washers,50170050,72000000,2026-09-21 22:04:08,2026-09-21 21:50:42,29,806.0,934.0,,Available,website maps this code to Available
1,github-35660688962-1,2026-09-21T22:04:08.789+00:00,2026-09-21T22:04:09.048+00:00,21072-30059,washers,50170052,72000000,2026-09-21 22:04:08,2026-09-21 21:50:07,29,841.0,899.0,,Available,website maps this code to Available
1,github-35660688962-1,2026-09-21T22:04:08.789+00:00,2026-09-21T22:04:09.048+00:00,21072-30059,washers,50170078,72000000,2026-09-21 22:04:08,2026-09-21 21:50:43,29,805.0,935.0,,Available,website maps this code to Available
1,github-35660688962-1,2026-09-21T22:04:08.789+00:00,2026-09-21T22:04:09.048+00:00,21072-30059,washers,50170084,72000000,2026-09-21 22:04:08,2026-09-21 21:24:44,29,2364.0,-624.0,,Available,website maps this code to Available
1,github-35660688962-1,2026-09-21T22:04:08.789+00:00,2026-09-21T22:04:09.048+00:00,21072-30059,washers,50170068,72000000,2026-09-21 22:04:08,2026-09-21 21:18:05,29,2763.0,-1023.0,,Available,website maps this code to Available
1,github-35660688962-1,2026-09-21T22:04:08.789+00:00,2026-09-21T22:04:09.048+00:00,21072-30059,washers,50170072,72000000,2026-09-21 22:04:08,2026-09-21 21:20:59,29,2589.0,-849.0,,Available,website maps this code to Available
1,github-35660688962-1,2026-09-21T22:04:08.789+00:00,2026-09-21T22:04:09.048+00:00,21072-30059,washers,20483408,72000000,2026-09-21 22:04:08,2024-12-20 00:43:32,0,55372836.0,-55372836.0,,Available,website maps this code to Available
1,github-35660688962-1,2026-09-21T22:04:08.789+00:00,2026-09-21T22:04:09.048+00:00,21072-30059,washers,50170055,72000000,2026-09-21 22:04:08,2026-09-21 21:22:07,29,2521.0,-781.0,,Available,website maps this code to Available
1,github-35660688962-1,2026-09-21T22:04:08.789+00:00,2026-09-21T22:04:09.048+00:00,21072-30059,dryers,50170058,72000000,2026-09-21 22:04:08,2026-09-12 03:29:03,46,844505.0,-841745.0,,Available,website maps this code to Available
